Leaf,TL1,TL2,TL3,Data collected by,Area
PPO02-02-03,36186.54905,35117.29401,34879.59773,Huang Jie,4259464
PPO02-02-04,32706.80688,34605.97997,33207.75291,Huang Jie,4259464
PPO02-02-05,34712.75536,33719.91641,33715.52949,Huang Jie,4259464
PPO03-01-01,37113.96829,36052.39326,34436.14705,Huang Jie,4259464
PPO03-01-02,33843.50637,33684.11128,34321.9011,Huang Jie,4259464
PPO03-01-03,32458.82406,33120.14263,32347.21956,Huang Jie,4259464
PPO03-01-04,32203.11467,33657.46397,32469.47134,Huang Jie,4259464
PPO03-01-05,29091.25656,31113.75197,32200.67103,Huang Jie,4259464
PPO03-02-01,32457.83496,31097.33304,32205.32558,Huang Jie,4259464
PPO03-02-02,31387.40465,29817.4014,31098.90395,Huang Jie,4259464
PPO03-02-03,32898.85365,31894.4365,31988.2257,Huang Jie,4259464
PPO03-02-04,30551.61024,31166.59276,30369.46603,Huang Jie,4259464
PPO03-02-05,30490.42617,30003.18779,18603.0642,Huang Jie,4259464
PPO06-01-01,36944.33319,35938.95022,35510.03337,Huang Jie,4259464
PPO06-01-02,33913.52245,32436.40076,32717.3029,Huang Jie,4259464
PPO06-01-03,32564.16818,33569.08569,33811.12233,Huang Jie,4259464
PPO06-01-04,31573.44704,33103.63061,32763.8484,Huang Jie,4259464
PPO06-01-05,34867.70536,33182.75797,35434.39692,Huang Jie,4259464
PPO06-02-01,35126.91749,34481.06484,35701.9392,Huang Jie,4259464
PPO06-02-02,36053.30258,35027.82395,34833.47499,Huang Jie,4259464
PPO06-02-03,34830.3347,36041.09035,33985.94603,Huang Jie,4259464
PPO06-02-04,33807.64743,34509.32744,33471.98549,Huang Jie,4259464
PPO06-02-05,31874.97436,34515.95693,33285.31279,Huang Jie,4259464
PPO07-01-01,35211.90939,35745.32091,36288.04153,Huang Jie,4259464
PPO07-01-02,37234.77716,37428.17374,37814.036,Huang Jie,4259464
PPO07-01-03,36045.30671,36976.44959,35754.39728,Huang Jie,4259464
PPO07-01-04,37990.90893,37760.50867,37427.70829,Huang Jie,4259464
PPO07-01-05,38085.16358,37213.83168,37909.45429,Huang Jie,4259464
PPO07-02-01,48420.8052,49136.79096,49826.60765,Huang Jie,4259464
PPO07-02-02,47415.56398,48671.67935,47570.48487,Huang Jie,4259464
PPO07-02-03,48949.76934,48037.34109,50018.51417,Huang Jie,4259464
PPO07-02-04,47579.55682,48316.12892,47745.29426,Huang Jie,4259464
PPO07-02-05,46867.75811,47227.14667,47775.9993,Huang Jie,4259464
RCI01-01-01,34150.06672,36025.1525,37734.02427,Huang Jie,4259464
RCI01-01-02,38416.9516,36106.11841,34313.82545,Huang Jie,4259464
RCI01-01-03,37905.10229,36780.92355,36391.8031,Huang Jie,4259464
RCI01-01-04,33862.47366,34312.7549,35018.36153,Huang Jie,4259464
RCI01-01-05,37617.63723,35797.89406,38294.2111,Huang Jie,4259464
RCI01-02-01,39637.51445,38803.53532,39435.42549,Huang Jie,4259464
RCI01-02-02,30512.88437,29015.1663,32191.26884,Huang Jie,4259464
RCI01-02-03,33819.3027,35162.59442,35950.67969,Huang Jie,4259464
RCI01-02-04,38232.86412,35003.62988,34563.97265,Huang Jie,4259464
RCI01-02-05,34081.90082,31974.7275,35805.49261,Huang Jie,4259464
RCI02-01-01,43202.91199,44027.21742,43433.4674,Huang Jie,4259464
RCI02-01-02,44014.47946,44078.65796,44470.57889,Huang Jie,4259464
RCI02-01-03,42609.26282,43153.82975,44134.62117,Huang Jie,4259464
RCI02-01-04,43080.83088,43385.71947,43531.61636,Huang Jie,4259464
RCI02-01-05,42570.17235,42818.70209,43527.14024,Huang Jie,4259464
RCI02-02-01,42996.68436,42497.98027,42759.79875,Huang Jie,4259464
RCI02-02-02,42777.61792,43580.14781,44071.74595,Huang Jie,4259464
RCI02-02-03,42639.30795,42848.40588,41882.63314,Huang Jie,4259464
RCI02-02-04,MissingPhoto,,,Huang Jie,#VALUE!
RCI02-02-05,36447.39783,41484.34323,41781.76127,Huang Jie,4259464
RCI03-01-01,37235.5374,39552.79775,37801.46096,Huang Jie,4259464
RCI03-01-02,42564.61792,44756.03473,44936.03397,Huang Jie,4259464
RCI03-01-03,41788.50261,43318.13539,44935.48318,Huang Jie,4259464
RCI03-01-04,44163.55697,43671.9821,42895.99867,Huang Jie,4259464
RCI03-01-05,37683.93355,44086.21385,42758.39463,Huang Jie,4259464
RCI03-02-01,44237.24626,43738.98436,43431.89261,Huang Jie,4259464
RCI03-02-02,41866.62149,41789.92225,41963.80075,Huang Jie,4259464
RCI03-02-03,43360.09617,42519.71702,43613.05549,Huang Jie,4259464
RCI03-02-04,43351.85761,43664.29433,42933.94877,Huang Jie,4259464
RCI03-02-05,42505.80767,42820.48634,42655.211,Huang Jie,4259464
RCI04-01-01,,,,,#VALUE!
RCI04-01-02,,,,,#VALUE!
RCI04-01-03,,,,,#VALUE!
RCI04-01-04,,,,,#VALUE!
RCI04-01-05,,,,,#VALUE!
RCI04-02-01,,,,,#VALUE!
RCI04-02-02,,,,,#VALUE!
RCI04-02-03,,,,,#VALUE!
RCI04-02-04,,,,,#VALUE!
RCI04-02-05,,,,,#VALUE!
RCI05-01-01,,,,,#VALUE!
RCI05-01-02,,,,,#VALUE!
RCI05-01-03,,,,,#VALUE!
RCI05-01-04,,,,,#VALUE!
RCI05-01-05,,,,,#VALUE!
RCI05-02-01,,,,,#VALUE!
RCI05-02-02,,,,,#VALUE!
RCI05-02-03,,,,,#VALUE!
RCI05-02-04,,,,,#VALUE!
RCI05-02-05,,,,,#VALUE!
SCE01-01-01,21691.01897,23131.3646,23826.06619,Huang Jie,4259464
SCE01-01-02,24271.98714,22849.43648,24714.76781,Huang Jie,4259464
SCE01-01-03,22298.1414,22551.80692,21732.54056,Huang Jie,4259464
SCE01-01-04,22178.1126,22841.4113,21780.34273,Huang Jie,4259464
SCE01-01-05,21582.50456,21058.07639,22073.43632,Huang Jie,4259464
SCE01-02-01,23195.56605,23022.50127,23480.28554,Huang Jie,4259464
SCE01-02-02,23504.36108,23120.19913,23409.80351,Huang Jie,4259464
SCE01-02-03,23479.93662,23908.41153,23657.53737,Huang Jie,4259464
SCE01-02-04,21595.41464,21664.8499,21538.1916,Huang Jie,4259464
SCE01-02-05,24086.71013,23864.79641,24526.00159,Huang Jie,4259464
SCE02-01-01,15842.75216,15688.64057,14999.11289,Huang Jie,2631214
SCE02-01-02,15840.56215,15081.19759,14547.48483,Huang Jie,2631214
SCE02-01-03,15003.41179,15758.63968,15487.56551,Huang Jie,2631214
SCE02-01-04,14680.34524,15034.23411,14525.74699,Huang Jie,2631214
SCE02-01-05,14854.00467,14679.04746,14801.36339,Huang Jie,2631214
SCE02-02-01,14947.52607,14883.12364,14802.17451,Huang Jie,2631214
SCE02-02-02,14542.86148,14875.98584,14930.81712,Huang Jie,2631214
SCE02-02-03,14989.05508,15088.65983,15485.13217,Huang Jie,2631214
SCE02-02-04,14469.4557,14680.58858,14707.03088,Huang Jie,2631214
SCE02-02-05,14619.99839,15036.82967,15064.97532,Huang Jie,2631214
SCE03-01-01,16677.30695,16822.17184,16701.88369,Huang Jie,2631214
SCE03-01-02,16820.14406,16294.62355,16342.47925,Huang Jie,2631214
SCE03-01-03,15024.1763,15369.95403,15755.233,Huang Jie,2631214
SCE03-01-04,17007.26797,16738.3027,16739.19492,Huang Jie,2631214
SCE03-01-05,16607.95674,16740.73604,16825.09185,Huang Jie,2631214
SCE03-02-01,15839.83215,16423.59061,16562.45326,Huang Jie,2631214
SCE03-02-02,14333.59417,14966.99279,14549.99928,Huang Jie,2631214
SCE03-02-03,15783.37864,16165.08871,16063.21284,Huang Jie,2631214
SCE03-02-04,14469.86126,14211.11602,14550.97262,Huang Jie,2631214
SCE03-02-05,13140.93272,13739.0479,14169.66811,Huang Jie,2631214
SCE04-01-01,16802.63664,18604.81328,19048.64072,Huang Jie,4259464
SCE04-01-02,16847.64745,17545.48932,17374.51806,Huang Jie,4259464
SCE04-01-03,17969.42826,18569.92119,17771.24117,Huang Jie,4259464
SCE04-01-04,17443.60441,18315.55783,18577.24853,Huang Jie,4259464
SCE04-01-05,problematic,,,,#VALUE!
SCE04-02-01,10892.76912,10494.35012,10307.8751,Huang Jie,2631214
SCE04-02-02,10228.95375,10717.24414,10531.66135,Huang Jie,2631214
SCE04-02-03,10558.42809,10650.97616,10535.71691,Huang Jie,2631214
SCE04-02-04,11517.16438,12198.74315,13009.04565,Huang Jie,2631214
SCE04-02-05,13296.58542,13495.71381,13985.22088,Huang Jie,2631214
SCE05-01-01,19380.11561,18927.56515,19956.18407,Huang Jie,4259464
SCE05-01-02,18307.88157,19264.62278,18502.92837,Huang Jie,4259464
SCE05-01-03,19641.10847,18814.51477,19242.64076,Huang Jie,4259464
SCE05-01-04,17944.65487,17776.8239,18779.97159,Huang Jie,4259464
SCE05-01-05,19991.42509,18943.26659,19237.40694,Huang Jie,4259464
SCE05-02-01,20821.15908,21225.55844,20560.86406,Huang Jie,4259464
SCE05-02-02,21456.19518,20340.34602,21388.50452,Huang Jie,4259464
SCE05-02-03,19976.42149,20289.05465,19578.3027,Huang Jie,4259464
SCE05-02-04,20806.85332,19920.94306,20529.11225,Huang Jie,4259464
SCE05-02-05,18784.15865,19263.57601,18769.15505,Huang Jie,4259464
SPA03-01-01,32206.23322,32368.21159,32789.44843,Huang Jie,4259464
SPA03-01-02,33143.65975,32645.62281,32926.75768,Huang Jie,4259464
SPA03-01-03,31870.17465,32133.15677,32552.29907,Huang Jie,4259464
SPA03-01-04,31485.47603,32368.90977,31972.57477,Huang Jie,4259464
SPA03-01-05,33184.61979,33436.43099,32717.3029,Huang Jie,4259464
SPA03-02-01,30146.42004,31188.64688,29749.69693,Huang Jie,4259464
SPA03-02-02,30144.32651,30142.58191,29147.4594,Huang Jie,4259464
SPA03-02-03,31084.66844,29756.67535,31675.74051,Huang Jie,4259464
SPA03-02-04,32038.26936,31340.77641,30907.76552,Huang Jie,4259464
SPA03-02-05,28907.40179,29027.08167,29335.8767,Huang Jie,4259464
SPA04-01-01,30110.98719,30601.80957,31486.63967,Huang Jie,4259464
SPA04-01-02,30334.1729,30601.80957,30815.68617,Huang Jie,4259464
SPA04-01-03,29881.05238,30602.04229,30471.48214,Huang Jie,4259464
SPA04-01-04,29065.80781,29282.70988,29795.8741,Huang Jie,4259464
SPA04-01-05,30297.16922,30077.93988,30678.84238,Huang Jie,4259464
SPA04-02-01,26853.26709,28065.07939,29398.37546,Huang Jie,4259464
SPA04-02-02,28273.83599,27809.0791,29398.14273,Huang Jie,4259464
SPA04-02-03,30336.03472,30090.50716,30699.32241,Huang Jie,4259464
SPA04-02-04,29957.61974,30113.54719,30310.66742,Huang Jie,4259464
SPA04-02-05,30506.39128,30285.53284,29683.93215,Huang Jie,4259464
SPA05-01-01,34560.96773,34347.42812,35199.84197,Huang Jie,4259464
SPA05-01-02,31610.49229,32791.93858,33215.17968,Huang Jie,4259464
SPA05-01-03,30109.78334,31476.50665,32516.29104,Huang Jie,4259464
SPA05-01-04,31816.35564,31027.44541,32244.83055,Huang Jie,4259464
SPA05-01-05,32935.69401,31191.78717,31788.09305,Huang Jie,4259464
SPA05-02-01,31677.83403,31861.36645,31748.66498,Huang Jie,4259464
SPA05-02-02,31156.89507,31463.24766,30954.17201,Huang Jie,4259464
SPA05-02-03,30119.20421,31047.68282,30410.55319,Huang Jie,4259464
SPA05-02-04,32772.39901,33598.29487,33137.71923,Huang Jie,4259464
SPA05-02-05,31571.06423,31333.79799,31377.41311,Huang Jie,4259464
SPA06-01-01,31812.69095,32182.49501,31074.94465,Huang Jie,4259464
SPA06-01-02,31274.85761,31718.90175,31486.63967,Huang Jie,4259464
SPA06-01-03,32650.27737,32486.90263,31995.84753,Huang Jie,4259464
SPA06-01-04,32368.21159,33005.65232,32166.20408,Huang Jie,4259464
SPA06-01-05,32558.34999,32903.01947,32530.88814,Huang Jie,4259464
SPA06-02-01,32649.11373,33259.09261,33092.22696,Huang Jie,4259464
SPA06-02-02,32182.96047,32539.96451,32309.33152,Huang Jie,4259464
SPA06-02-03,32928.38677,32415.92073,32775.48478,Huang Jie,4259464
SPA06-02-04,32205.06958,32673.78285,32366.34977,Huang Jie,4259464
SPA06-02-05,31483.84694,31869.94193,31088.21012,Huang Jie,4259464
SPA07-01-01,30134.25994,30345.11109,30855.01713,Huang Jie,4259464
SPA07-01-02,31578.10159,31124.51562,31476.63239,Huang Jie,4259464
SPA07-01-03,30214.55094,30450.53667,29562.21565,Huang Jie,4259464
SPA07-01-04,24810.85021,27311.27489,27888.43919,Huang Jie,4259464
SPA07-01-05,24839.70843,25582.342,28251.02869,Huang Jie,4259464
SPA07-02-01,24085.20575,24434.52978,24737.77376,Huang Jie,4259464
SPA07-02-02,26620.53956,26412.71386,25587.92746,Huang Jie,4259464
SPA07-02-03,25668.45119,25581.87655,24744.05741,Huang Jie,4259464
SPA07-02-04,24664.46459,25202.53066,25153.8906,Huang Jie,4259464
SPA07-02-05,32576.03728,30857.80986,32098.01492,Huang Jie,4259464
TFL01-01-01,35657.62624,33433.95311,30519.76544,Huang Jie,4259464
TFL01-01-02,35410.2413,31074.54973,33769.26613,Huang Jie,4259464
TFL01-01-03,35235.08299,30721.79066,32149.92406,Huang Jie,4259464
TFL01-01-04,30100.01355,28909.49532,28926.94136,Huang Jie,4259464
TFL01-01-05,29248.99539,33249.72285,31677.83403,Huang Jie,4259464
TFL01-02-01,34121.32735,33539.32723,35990.49681,Huang Jie,4259464
TFL01-02-02,31016.27994,30843.91299,27877.38719,Huang Jie,4259464
TFL01-02-03,31197.3699,28989.39821,30977.89863,Huang Jie,4259464
TFL01-02-04,32457.32341,31400.44189,32454.18312,Huang Jie,4259464
TFL01-02-05,35380.2341,31117.81593,32059.90246,Huang Jie,4259464
TFL02-01-01,32408.47447,31414.0498,31061.63966,Huang Jie,4259464
TFL02-01-02,30384.38412,31969.18301,32722.50332,Huang Jie,4259464
TFL02-01-03,31759.83045,29306.21842,27817.02386,Huang Jie,4259464
TFL02-01-04,29080.46658,30131.41644,31355.43109,Huang Jie,4259464
TFL02-01-05,33271.35595,35985.61192,31868.69378,Huang Jie,4259464
TFL02-02-01,33231.92789,33996.41366,31065.12887,Huang Jie,4259464
TFL02-02-02,33581.89559,31274.83035,32556.06803,Huang Jie,4259464
TFL02-02-03,27575.57058,31362.06058,29398.33355,Huang Jie,4259464
TFL02-02-04,33759.49634,30582.22229,31603.86279,Huang Jie,4259464
TFL02-02-05,30552.91293,31294.021,32441.97088,Huang Jie,4259464
TFL03-01-01,DID NOT SAMPLE,,,,#VALUE!
TFL03-01-02,,,,,#VALUE!
TFL03-01-03,,,,,#VALUE!
TFL03-01-04,,,,,#VALUE!
TFL03-01-05,,,,,#VALUE!
TFL03-02-01,20369.32146,22778.09353,23730.72357,Huang Jie,4259464
TFL03-02-02,22325.53502,24740.24326,22861.70384,Huang Jie,4259464
TFL03-02-03,21327.17911,24071.91976,24313.4764,Huang Jie,4259464
TFL03-02-04,18826.19951,21999.26586,19960.78826,Huang Jie,4259464
TFL03-02-05,22867.14402,22867.14402,24235.64481,Huang Jie,4259464
TFL04-01-01,26916.2606,26696.44107,22867.14402,Huang Jie,4259464
TFL04-01-02,25232.62295,24275.50535,25108.49077,Huang Jie,4259464
TFL04-01-03,22118.77664,21578.14388,24282.44139,Huang Jie,4259464
TFL04-01-04,23102.96131,24688.5576,25113.81286,Huang Jie,4259464
TFL04-01-05,26250.18876,25180.99241,27629.45969,Huang Jie,4259464
TFL04-02-01,20426.13238,21889.32067,22858.39722,Huang Jie,4259464
TFL04-02-02,24400.53505,25063.26878,25896.31718,Huang Jie,4259464
TFL04-02-03,25268.01169,21650.37783,26047.50855,Huang Jie,4259464
TFL04-02-04,26763.18761,25809.95922,23107.72442,Huang Jie,4259464
TFL04-02-05,25297.71618,24287.71624,27620.07518,Huang Jie,4259464
TFL05-01-01,26055.38934,26684.71043,28364.87613,Huang Jie,4259464
TFL05-01-02,28375.89821,25905.6702,27786.98088,Huang Jie,4259464
TFL05-01-03,28158.25947,28351.08279,29121.71476,Huang Jie,4259464
TFL05-01-04,27478.71707,27502.85542,25463.69288,Huang Jie,4259464
TFL05-01-05,26668.31116,25101.53112,26045.89461,Huang Jie,4259464
TFL05-02-01,27867.33181,28958.15505,27746.77393,Huang Jie,4259464
TFL05-02-02,25267.73613,25102.40501,22756.3643,Huang Jie,4259464
TFL05-02-03,24322.90028,24472.34386,23212.30816,Huang Jie,4259464
TFL05-02-04,25478.13967,25888.56236,28085.45079,Huang Jie,4259464
TFL05-02-05,27204.3304,25267.93296,27375.70791,Huang Jie,4259464
TWA01-01-01,52760.33489,50745.6654,52575.40679,Huang Jie,4259464
TWA01-01-02,48075.72239,48746.69735,46355.19325,Huang Jie,4259464
TWA01-01-03,49781.59685,50521.65816,50746.01432,Huang Jie,4259464
TWA01-01-04,48881.03191,51653.9066,49471.05722,Huang Jie,4259464
TWA01-01-05,48529.31961,48811.59665,47088.27614,Huang Jie,4259464
TWA01-02-01,48048.50656,48829.74053,48466.16492,Huang Jie,4259464
TWA01-02-02,50233.44946,49854.87025,50130.51779,Huang Jie,4259464
TWA01-02-03,55747.09811,53155.66231,54350.3676,Huang Jie,4259464
TWA01-02-04,57143.13078,57146.61999,56220.93274,Huang Jie,4259464
TWA01-02-05,52298.71249,49054.44562,51581.67996,Huang Jie,4259464
TWA02-01-01,45861.47012,47515.35536,48075.02455,Huang Jie,4259464
TWA02-01-02,47478.02082,48227.15408,48071.53534,Huang Jie,4259464
TWA02-01-03,48403.35915,47998.26194,47684.2331,Huang Jie,4259464
TWA02-01-04,49159.1219,48354.1613,48772.86642,Huang Jie,4259464
TWA02-01-05,42148.25351,44908.56704,45356.93045,Huang Jie,4259464
TWA02-02-01,51323.82739,50517.47111,48751.93117,Huang Jie,4259464
TWA02-02-02,47247.73301,47799.02809,49160.16866,Huang Jie,4259464
TWA02-02-03,45013.59225,45670.61037,46361.82275,Huang Jie,4259464
TWA02-02-04,47897.42379,48534.2045,47334.61432,Huang Jie,4259464
TWA02-02-05,48024.08209,47656.31942,49159.81974,Huang Jie,4259464
TWA03-01-01,41619.98721,43113.0199,42802.82919,Huang Jie,4259464
TWA03-01-02,45205.84768,45322.03835,45821.69314,Huang Jie,4259464
TWA03-01-03,49214.60033,49854.52133,48517.80522,Huang Jie,4259464
TWA03-01-04,41535.54835,42335.97298,42471.00538,Huang Jie,4259464
TWA03-01-05,46730.9811,46329.02418,45245.97359,Huang Jie,4259464
TWA03-02-01,45981.84785,44303.53814,45632.92691,Huang Jie,4259464
TWA03-02-02,47067.34088,47373.69346,47534.89494,Huang Jie,4259464
TWA03-02-03,49122.13628,48734.1362,48772.86642,Huang Jie,4259464
TWA03-02-04,46655.61418,43676.17829,48473.14334,Huang Jie,4259464
TWA03-02-05,51385.5864,50517.47111,50866.39204,Huang Jie,4259464
TWA04-01-01,,,,,#VALUE!
TWA04-01-02,,,,,#VALUE!
TWA04-01-03,,,,,#VALUE!
TWA04-01-04,,,,,#VALUE!
TWA04-01-05,,,,,#VALUE!
TWA04-02-01,,,,,#VALUE!
TWA04-02-02,,,,,#VALUE!
TWA04-02-03,,,,,#VALUE!
TWA04-02-04,,,,,#VALUE!
TWA04-02-05,,,,,#VALUE!
TWA05-01-01,,,,,#VALUE!
TWA05-01-02,,,,,#VALUE!
TWA05-01-03,,,,,#VALUE!
TWA05-01-04,,,,,#VALUE!
TWA05-01-05,,,,,#VALUE!
TWA05-02-01,,,,,#VALUE!
TWA05-02-02,,,,,#VALUE!
TWA05-02-03,,,,,#VALUE!
TWA05-02-04,,,,,#VALUE!
TWA05-02-05,,,,,#VALUE!
XFL01-01-01,42468.67987,42860.6396,41886.80284,Huang Jie,4259464
XFL01-01-02,41872.44356,41119.27906,42006.59935,Huang Jie,4259464
XFL01-01-03,41074.53719,41919.54761,41018.15894,Huang Jie,4259464
XFL01-01-04,42302.01205,41747.66669,42941.22151,Huang Jie,4259464
XFL01-01-05,41592.30942,40661.49235,41865.15918,Huang Jie,4259464
XFL01-02-01,42313.64842,41119.38378,42317.74443,Huang Jie,4259464
XFL01-02-02,41524.25988,41871.8501,42300.80186,Huang Jie,4259464
XFL01-02-03,41999.96661,41873.81665,42942.05933,Huang Jie,4259464
XFL01-02-04,41749.44705,42234.67233,42005.48225,Huang Jie,4259464
XFL01-02-05,39894.45729,40841.3791,41172.16639,Huang Jie,4259464
XFL02-01-01,42272.9211,42238.79161,41876.39992,Huang Jie,4259464
XFL02-01-02,40335.77852,39805.97428,41036.82369,Huang Jie,4259464
XFL02-01-03,42302.0935,41798.84347,41878.43629,Huang Jie,4259464
XFL02-01-04,41102.51104,41436.41687,41999.86188,Huang Jie,4259464
XFL02-01-05,43605.08845,43032.46234,43529.41709,Huang Jie,4259464
XFL02-02-01,43746.33079,43048.11326,44111.58503,Huang Jie,4259464
XFL02-02-02,44152.25416,44334.06092,44205.96768,Huang Jie,4259464
XFL02-02-03,43037.80343,43982.51433,42988.7212,Huang Jie,4259464
XFL02-02-04,45177.93097,43734.3686,44204.05931,Huang Jie,4259464
XFL02-02-05,42204.62721,43733.96132,44686.80605,Huang Jie,4259464
XFL03-01-01,33904.44607,34181.39184,33835.55872,Huang Jie,4259464
XFL03-01-02,32412.42982,32695.19378,33090.13241,Huang Jie,4259464
XFL03-01-03,33415.71824,34300.54834,33820.1987,Huang Jie,4259464
XFL03-01-04,33182.9907,32640.50281,33182.75797,Huang Jie,4259464
XFL03-01-05,34742.73067,34647.54511,34383.63208,Huang Jie,4259464
XFL03-02-01,34181.39184,33715.70404,34274.71559,Huang Jie,4259464
XFL03-02-02,34879.57446,34928.44725,34173.01365,Huang Jie,4259464
XFL03-02-03,34737.84339,34323.35564,34669.88695,Huang Jie,4259464
XFL03-02-04,34067.82081,32462.9317,33998.70073,Huang Jie,4259464
XFL03-02-05,32552.29907,33402.22004,34046.87533,Huang Jie,4259464
XFL04-01-01,24470.16208,25184.18539,24817.80537,Huang Jie,4259464
XFL04-01-02,25422.24724,25135.84302,25622.43007,Huang Jie,4259464
XFL04-01-03,25946.30774,25784.73391,24759.89186,Huang Jie,4259464
XFL04-01-04,25516.17419,24461.88872,24811.23535,Huang Jie,4259464
XFL04-01-05,24803.20533,25548.78096,26025.79687,Huang Jie,4259464
XFL04-02-01,38551.22757,37325.1194,38165.66994,Huang Jie,4259464
XFL04-02-02,38864.20965,37988.06918,37088.89992,Huang Jie,4259464
XFL04-02-03,39262.32844,38682.07292,39415.15581,Huang Jie,4259464
XFL04-02-04,37821.28497,38131.8246,38480.39662,Huang Jie,4259464
XFL04-02-05,37085.06179,36390.70913,37473.75972,Huang Jie,4259464
XFL05-01-01,36723.5797,36494.33865,34889.30234,Huang Jie,4259464
XFL05-01-02,36417.22712,35196.35276,36033.76301,Huang Jie,4259464
XFL05-01-03,34583.99652,35373.6046,36002.0112,Huang Jie,4259464
XFL05-01-04,35373.95352,35824.06153,36272.77385,Huang Jie,4259464
XFL05-01-05,36737.18762,36176.82059,36980.03659,Huang Jie,4259464
XFL05-02-01,38685.21321,38333.15199,38231.61599,Huang Jie,4259464
XFL05-02-02,39247.67376,39842.23504,38693.23839,Huang Jie,4259464
XFL05-02-03,40296.18118,41272.11304,41822.71028,Huang Jie,4259464
XFL05-02-04,42562.07374,42005.54485,41774.55919,Huang Jie,4259464
XFL05-02-05,41826.19949,42315.03772,42835.27884,Huang Jie,4259464
